Country code,Series name,2000,2005,avg_value,median_value,std_dev
TON,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TTO,Cereal yield (kg per hectare),2813.6,2534.3,2673.95,2673.95,114.02374752655682
TUN,Cereal yield (kg per hectare),977.1,1435.9,1206.5,1206.5,187.30431566482036
TUR,Cereal yield (kg per hectare),2311.0,2624.2,2467.6,2467.6,127.86336457328183
TUV,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TZA,Cereal yield (kg per hectare),1441.4,1098.5,1269.95,1269.95,139.98833880005867
UGA,Cereal yield (kg per hectare),1539.3,1532.0,1535.65,1535.65,2.9802125203861816
UKR,Cereal yield (kg per hectare),1950.7,2623.0,2286.85,2286.85,274.4653256788551
UMC,Cereal yield (kg per hectare),3102.72867335808,3451.16448006435,3276.946576711215,3276.946576711215,142.2483224242317
URY,Cereal yield (kg per hectare),3905.4,4410.0,4157.7,4157.7,206.00208736806525
USA,Cereal yield (kg per hectare),5854.2,6451.0,6152.6,6152.6,243.64257974883353
UZB,Cereal yield (kg per hectare),2435.9,4041.6,3238.75,3238.75,655.5242799978248
VCT,Cereal yield (kg per hectare),3000.0,2694.3,2847.15,2847.15,124.80150239480285
VEN,Cereal yield (kg per hectare),3243.6,3350.0,3296.8,3296.8,43.437618105355064
VIR,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VNM,Cereal yield (kg per hectare),4112.3,4726.1,4419.200000000001,4419.200000000001,250.5828006867192
VUT,Cereal yield (kg per hectare),470.8,551.2,511.0,511.0,32.8231625532946
WBG,Cereal yield (kg per hectare),2184.6,2091.6,2138.1,2138.1,37.96709101313926
WLD,Cereal yield (kg per hectare),3063.92616989998,3281.74172660718,3172.8339482535803,3172.8339482535803,88.92282866214916
WSM,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
YEM,Cereal yield (kg per hectare),1084.9,713.0,898.95,898.95,151.8275392235107
ZAF,Cereal yield (kg per hectare),2755.3,3314.4,3034.8500000000004,3034.8500000000004,228.2516191983458
ZAR,Cereal yield (kg per hectare),786.6,771.6,779.1,779.1,6.123724356957945
ZMB,Cereal yield (kg per hectare),1682.2,1900.7,1791.45,1791.45,89.20225146635407
ZWE,Cereal yield (kg per hectare),1404.4,587.7,996.0500000000001,996.0500000000001,333.416378821837
ABW,"Foreign direct investment, net inflows (% of GDP)",-6.88608327972743,34706526643.07122,17353263318.092567,17353263318.092567,14168880172.783571
ADO,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
AFG,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,3.97666616697337,10978373289.19107,10978373289.19107,8963804251.525848
AGO,"Foreign direct investment, net inflows (% of GDP)",9.62430322660176,-4.25640309512017,2.6839500657407953,2.6839500657407953,5.666774626273915
ALB,"Foreign direct investment, net inflows (% of GDP)",3.87886085676959,3.13352261843383,3.5061917376017098,3.5061917376017098,0.30428306161792124
ARE,"Foreign direct investment, net inflows (% of GDP)",-0.717268424248744,8.19544569397219,3.7390886348617225,3.7390886348617225,3.6386003021568323
ARG,"Foreign direct investment, net inflows (% of GDP)",3.66579065623452,2.87415362290855,3.269972139571535,3.269972139571535,0.32318446552321145
ARM,"Foreign direct investment, net inflows (% of GDP)",5.45051163539142,4.8849668885587,5.1677392619750595,5.1677392619750595,0.2308826760752762
ASM,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ATG,"Foreign direct investment, net inflows (% of GDP)",6.49166060079785,25.4913079561425,15.991484278470175,15.991484278470175,7.75657355223571
AUS,"Foreign direct investment, net inflows (% of GDP)",3.2663100937125,-5.11483327320269,-0.924261589745095,-0.924261589745095,3.4215874516756712
AUT,"Foreign direct investment, net inflows (% of GDP)",4.45888750245658,26.9535968183817,15.70624216041914,15.70624216041914,9.183426622707964
AZE,"Foreign direct investment, net inflows (% of GDP)",2.46437386157034,12.6830237278499,7.57369879471012,7.57369879471012,4.171746338757413
BDI,"Foreign direct investment, net inflows (% of GDP)",1.64770275065841,0.0734657964006961,0.8605842735295531,0.8605842735295531,0.6426795453607503
BEL,"Foreign direct investment, net inflows (% of GDP)",92.4989337331723,8.94379682898769,50.72136528107999,50.72136528107999,34.111241800607395
BEN,"Foreign direct investment, net inflows (% of GDP)",2.6492600796104,1.23718737223969,1.943223725925045,1.943223725925045,0.5764762687947711
BFA,"Foreign direct investment, net inflows (% of GDP)",0.885024644920249,0.954834201081093,0.9199294230006709,0.9199294230006709,0.028499631960705575
BGD,"Foreign direct investment, net inflows (% of GDP)",0.594981587617097,1.34929476029113,0.9721381739541135,0.9721381739541135,0.3079470632185467
BGR,"Foreign direct investment, net inflows (% of GDP)",7.76146182829727,14.9243456309047,11.342903729600984,11.342903729600984,2.9242350672057777
BHR,"Foreign direct investment, net inflows (% of GDP)",4.56123975614469,7.7903852794206,6.175812517782645,6.175812517782645,1.3182931395364268
BHS,"Foreign direct investment, net inflows (% of GDP)",4.52678950844785,8.65623266847753,6.59151108846269,6.59151108846269,1.6858381106498093
BIH,"Foreign direct investment, net inflows (% of GDP)",2.65303347739316,5.64692502473649,4.149979251064825,4.149979251064825,1.222251106037124
BLR,"Foreign direct investment, net inflows (% of GDP)",0.932726219683113,1.00959640125348,0.9711613104682965,0.9711613104682965,0.03138212021374906
BLZ,"Foreign direct investment, net inflows (% of GDP)",2.80513578062058,11.3832053431683,7.0941705618944395,7.0941705618944395,3.5019822343902036
BMU,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BOL,"Foreign direct investment, net inflows (% of GDP)",8.76830713203973,-2.49884903882016,3.1347290466097855,3.1347290466097855,4.599797245142915
BRA,"Foreign direct investment, net inflows (% of GDP)",5.08440307106786,1.7078375571112,3.39612031408953,3.39612031408953,1.3784770987120414
BRB,"Foreign direct investment, net inflows (% of GDP)",0.75815306235561,2.06186356073211,1.41000831154386,1.41000831154386,0.5322375822219969
BRN,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,1.83675498442434,10978373288.121115,10978373288.121115,8963804252.399464
BTN,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,1.09907670181916,10978373287.752275,10978373287.752275,8963804252.700619
BWA,"Foreign direct investment, net inflows (% of GDP)",1.0151303763581,4.80116213900478,2.90814625768144,2.90814625768144,1.545640994742393
CAF,"Foreign direct investment, net inflows (% of GDP)",0.0878375622661408,2.40132539235631,1.2445814773112254,1.2445814773112254,0.9444774516432637
CAN,"Foreign direct investment, net inflows (% of GDP)",9.1243640275376,2.28450288929341,5.704433458415505,5.704433458415505,2.792361616698403
CHE,"Foreign direct investment, net inflows (% of GDP)",7.90834016526822,-0.140961908876593,3.8836891281958135,3.8836891281958135,3.286113811196847
CHI,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHL,"Foreign direct investment, net inflows (% of GDP)",6.4618835220257,5.9059815711357,6.1839325465807,6.1839325465807,0.22694602111636886
CHN,"Foreign direct investment, net inflows (% of GDP)",3.20399920668831,5.19332411856692,4.198661662627615,4.198661662627615,0.8121384944516176
CIV,"Foreign direct investment, net inflows (% of GDP)",2.25306233765956,1.90620766746636,2.07963500256296,2.07963500256296,0.14160282614578104
CMR,"Foreign direct investment, net inflows (% of GDP)",1.57618723402941,1.41070937793656,1.493448305982985,1.493448305982985,0.06755605185953117
COG,"Foreign direct investment, net inflows (% of GDP)",5.15248061454025,8.43741011740258,6.794945365971415,6.794945365971415,1.3410668538378534
COK,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COL,"Foreign direct investment, net inflows (% of GDP)",2.42762840862398,6.99457254493582,4.7111004767799,4.7111004767799,1.8644471362932722
COM,"Foreign direct investment, net inflows (% of GDP)",0.0463772831539435,0.144338784676919,0.09535803391543124,0.09535803391543124,0.03999261552802785
CPV,"Foreign direct investment, net inflows (% of GDP)",6.29011301795105,8.04943630902001,7.16977466348553,7.16977466348553,0.7182407259521599
CRI,"Foreign direct investment, net inflows (% of GDP)",2.56210391444145,4.31278039828928,3.437442156365365,3.437442156365365,0.7147106816861631
CUB,"Foreign direct investment, net inflows (% of GDP)",-0.0335342114389285,0.0365822772936619,0.0015240329273666989,0.0015240329273666989,0.02862493665840874
CUW,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYP,"Foreign direct investment, net inflows (% of GDP)",9.1757259291145,6.83688553618834,8.00630573265142,8.00630573265142,0.954827592079935
CZE,"Foreign direct investment, net inflows (% of GDP)",8.79232313875733,9.31522452580019,9.053773832278761,9.053773832278761,0.21347359734143004
DEU,"Foreign direct investment, net inflows (% of GDP)",11.0558412791097,1.66665563766927,6.361248458389485,6.361248458389485,3.833118986965905
DJI,"Foreign direct investment, net inflows (% of GDP)",0.596129445834392,3.13233272263694,1.864231084235666,1.864231084235666,1.0354006520234877
DMA,"Foreign direct investment, net inflows (% of GDP)",6.48910753794398,6.42780356192529,6.458455549934635,6.458455549934635,0.025027243408267657
DNK,"Foreign direct investment, net inflows (% of GDP)",22.4966914314191,4.98078381040948,13.738737620914291,13.738737620914291,7.150839342200128
DOM,"Foreign direct investment, net inflows (% of GDP)",3.97096984331006,3.30166710947626,3.63631847639316,3.63631847639316,0.2732416968904388
DZA,"Foreign direct investment, net inflows (% of GDP)",0.799415091596773,1.05629226637766,0.9278536789872165,0.9278536789872165,0.10486966746348401
EAP,"Foreign direct investment, net inflows (% of GDP)",2.64157675929318,4.68581354977486,3.66369515453402,3.66369515453402,0.8345561750174799
ECA,"Foreign direct investment, net inflows (% of GDP)",1.38571835010941,3.05853497243629,2.22212666127285,2.22212666127285,0.6829245263244824
ECU,"Foreign direct investment, net inflows (% of GDP)",-0.147032332310741,1.32684703019045,0.5899073489398545,0.5899073489398545,0.6017087300910795
EGY,"Foreign direct investment, net inflows (% of GDP)",1.23699724341238,5.9938189791557,3.6154081112840397,3.6154081112840397,1.9419643416585557
EMU,"Foreign direct investment, net inflows (% of GDP)",11.5972972219749,4.33762365685084,7.96746043941287,7.96746043941287,2.963749322287595
ERI,"Foreign direct investment, net inflows (% of GDP)",4.39954812840606,-0.0946837440758294,2.1524321921651155,2.1524321921651155,1.8347624788889374
ESP,"Foreign direct investment, net inflows (% of GDP)",6.68795213642988,2.17424278471885,4.431097460574365,4.431097460574365,1.8427141264867795
EST,"Foreign direct investment, net inflows (% of GDP)",6.82391022219062,21.1552869874508,13.98959860482071,13.98959860482071,5.850760064410996
ETH,"Foreign direct investment, net inflows (% of GDP)",1.64605958768455,2.15422259261883,1.90014109015169,1.90014109015169,0.2074566780413993
FIN,"Foreign direct investment, net inflows (% of GDP)",7.49736119769784,2.45655515193233,4.976958174815085,4.976958174815085,2.057900450743675
FJI,"Foreign direct investment, net inflows (% of GDP)",0.0351149987054537,5.17905485569956,2.6070849272025067,2.6070849272025067,2.100004652866772
FRA,"Foreign direct investment, net inflows (% of GDP)",3.19523142732406,3.97820256876234,3.5867169980432,3.5867169980432,0.3196466299747173
FRO,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
FSM,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,0.0161095449053564,10978373287.210793,10978373287.210793,8963804253.14274
GAB,"Foreign direct investment, net inflows (% of GDP)",-0.841116313055749,2.79647258493659,0.9776781359404205,0.9776781359404205,1.4850394490156997
GBR,"Foreign direct investment, net inflows (% of GDP)",8.26735580806285,7.78053889789445,8.02394735297865,8.02394735297865,0.1987421713451494
GEO,"Foreign direct investment, net inflows (% of GDP)",4.2878821110024,7.06196037654868,5.67492124377554,5.67492124377554,1.1325127095222272
GHA,"Foreign direct investment, net inflows (% of GDP)",3.33300599944757,1.35228844376152,2.342647221604545,2.342647221604545,0.8086245560005914
GIB,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GIN,"Foreign direct investment, net inflows (% of GDP)",0.31943579134023,3.57498843854491,1.94721211494257,1.94721211494257,1.3290738027364144
GMB,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,11.6369876388745,10978373293.02123,10978373293.02123,8963804248.398537
GNB,"Foreign direct investment, net inflows (% of GDP)",0.325947072431511,1.51740329469094,0.9216751835612255,0.9216751835612255,0.4864099658999443
GNQ,"Foreign direct investment, net inflows (% of GDP)",12.3183505066074,9.36008585029697,10.839218178452185,10.839218178452185,1.2077064886784001
GRC,"Foreign direct investment, net inflows (% of GDP)",0.862865944892774,0.271453753307391,0.5671598491000825,0.5671598491000825,0.24144301617421923
GRD,"Foreign direct investment, net inflows (% of GDP)",8.70791746849014,12.666914441832,10.68741595516107,10.68741595516107,1.6162537463184228
GRL,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GTM,"Foreign direct investment, net inflows (% of GDP)",1.19177422376467,1.8690812323177,1.530427728041185,1.530427728041185,0.2765094283609675
GUM,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GUY,"Foreign direct investment, net inflows (% of GDP)",9.41532481524011,9.31043894391441,9.362881879577259,9.362881879577259,0.04281947766253007
HIC,"Foreign direct investment, net inflows (% of GDP)",5.58752832995376,2.47547796264859,4.031503146301175,4.031503146301175,1.2704892422897727
HKG,"Foreign direct investment, net inflows (% of GDP)",36.6151412954831,18.9105990329347,27.7628701642089,27.7628701642089,7.227849112130596
HND,"Foreign direct investment, net inflows (% of GDP)",5.37128893493794,6.14678327504557,5.759036104991756,5.759036104991756,0.31659423861334157
HRV,"Foreign direct investment, net inflows (% of GDP)",5.16425369888784,3.98937462940937,4.576814164148605,4.576814164148605,0.47964237161635925
HTI,"Foreign direct investment, net inflows (% of GDP)",0.361576916231695,0.625866060117626,0.49372148817466055,0.49372148817466055,0.10789559117958925
HUN,"Foreign direct investment, net inflows (% of GDP)",5.78563827115065,6.92056843788424,6.353103354517446,6.353103354517446,0.46333330036485526
IDN,"Foreign direct investment, net inflows (% of GDP)",-2.75743933521016,2.91611492676969,0.07933779577976519,0.07933779577976519,2.3162188283072376
IMY,"Foreign direct investment, net inflows (% of GDP)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
IND,"Foreign direct investment, net inflows (% of GDP)",0.778869460739354,0.912002246475218,0.845435853607286,0.845435853607286,0.054351232181358226
IRL,"Foreign direct investment, net inflows (% of GDP)",26.3563605516615,-15.02767537004,5.664342590810749,5.664342590810749,16.894961917529734
IRN,"Foreign direct investment, net inflows (% of GDP)",0.0385046321404976,1.63299011770034,0.8357473749204188,0.8357473749204188,0.6509459736492482
